"Municipio gestor";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
"353625 Parisi";2803;47;2057;10;-;-;-;-;-;-;-;-;83;-;-;157;10647;-;5;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;500;16314
"353630 Patrocinio Paulista";4085;-;61;-;-;51;-;-;-;-;-;-;-;-;-;1025;16100;202;-;-;-;-;488;1;-;17;-;-;-;-;-;-;-;-;-;-;-;113;-;-;-;-;-;-;-;-;-;-;-;-;-;22143
"353640 Pauliceia";-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;105;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;2646;2975
"353650 Paulinia";293;-;-;103020;-;6149;916;412;-;-;-;-;294;63;253;242;1674;-;-;-;-;2;-;-;-;-;-;-;85;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;113415
"353657 Paulistania";-;7;-;-;-;-;36;-;-;-;-;-;22;-;-;-;94;235;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;404
"353660 Paulo de Faria";4663;10;150;3305;-;269;-;-;-;-;-;-;31;-;-;670;11090;468;-;-;-;-;315;-;-;3;-;1;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;22;-;-;-;21071
"353670 Pederneiras";27393;134;469;2075;-;2378;532;126;-;-;5;-;592;-;-;2431;42214;1126;42;-;-;-;3866;-;-;65;-;7;-;-;-;-;-;-;-;-;-;280;-;-;-;-;-;-;-;-;-;114;-;-;-;83849
"353680 Pedra Bela";13;21;90;-;-;137;-;-;-;-;-;-;27;-;-;164;2873;231;-;-;-;-;274;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;3851
"353690 Pedranopolis";-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43
"353700 Pedregulho";-;83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83
"353710 Pedreira";11921;103;72;38187;-;4101;940;2;-;-;95;-;291;-;-;1043;36131;1069;43;-;-;-;721;-;-;109;-;6;-;-;-;1;1;1;-;-;-;86;-;-;-;-;-;-;-;-;-;-;-;-;-;94923
"353715 Pedrinhas Paulista";2768;95;60;2286;-;127;-;-;-;-;-;-;1;-;-;308;6899;84;-;-;-;-;264;-;-;1;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;12920
"353720 Pedro de Toledo";-;491;-;2936;-;497;162;-;-;-;-;-;28;-;-;230;4641;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8990
"353730 Penapolis";13964;3110;475;18265;606;3404;644;527;-;-;150;-;633;15;-;3064;77766;2908;-;-;-;45;2956;-;-;449;-;32;29;3;15;-;-;-;-;-;-;513;-;-;-;-;-;-;-;-;-;22;-;-;10118;139713
"353740 Pereira Barreto";29;15;7;6306;-;708;-;-;-;-;-;-;101;-;-;54;8715;630;54;-;-;-;324;-;-;21;-;-;-;-;-;3;-;-;-;-;-;110;-;-;-;-;-;-;-;-;-;-;-;-;-;17077
"353750 Pereiras";169;14;7;-;-;-;26;-;-;-;-;-;-;-;-;19;3404;753;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4392
"353760 Peruibe";461;2132;263;54697;398;5166;817;-;-;-;16;-;3035;-;-;5937;51623;644;130;-;-;-;301;-;-;115;-;35;-;-;-;-;-;1;-;-;-;228;-;-;-;-;-;-;-;-;-;23;-;-;-;126022
"353770 Piacatu";3759;-;-;-;-;-;-;-;-;-;-;-;-;-;-;245;5019;113;-;-;-;-;147;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;9324
"353780 Piedade";666;1677;515;18270;-;1654;71;-;-;-;-;-;274;-;-;1260;16467;730;-;-;-;-;-;10;-;66;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41670
"353790 Pilar do Sul";3711;242;98;7310;-;977;200;-;-;-;-;-;187;-;-;366;23908;1717;17;-;-;-;462;-;-;105;-;5;-;-;-;-;1;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;39456
"353800 Pindamonhangaba";333;252;3980;93006;1395;7839;1534;387;73;-;176;-;2196;316;-;1673;87915;472;107;-;1987;100;506;-;-;731;-;16;41;-;4;-;-;-;-;-;-;56;-;-;3;-;-;-;-;-;-;42;7;-;-;205147
"353810 Pindorama";-;54;104;-;-;-;-;-;-;-;-;-;-;-;-;382;8166;-;-;-;-;-;26;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;8756
"353820 Pinhalzinho";-;37;5;6169;-;1050;-;-;-;-;-;-;68;-;-;246;11369;1121;-;-;-;-;-;-;-;14;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20082
"353830 Piquerobi";1235;22;88;-;-;-;50;-;-;-;-;-;-;-;-;40;2793;-;10;-;-;-;74;-;-;5;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;520;4852
"353850 Piquete";-;-;48;2551;-;459;89;-;-;-;-;-;55;-;-;396;4110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3438;11146
"353860 Piracaia";-;151;-;3596;-;819;-;-;-;-;-;-;142;-;-;271;9936;-;1;-;-;-;-;-;-;33;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14950
"353870 Piracicaba";1489;511;24813;149128;1334;13810;3054;683;432;164;78;8;2320;166;510;13072;202436;8112;869;1398;3229;74;3131;97;-;525;-;45;-;-;31;39;4;-;-;-;-;743;1;74;35;1;-;-;-;14;-;258;87;-;-;432775
"353880 Piraju";722;50;33;13651;-;1633;120;-;-;-;-;-;222;129;-;136;11849;1374;69;-;-;-;770;3;-;61;-;293;-;-;-;-;-;-;-;-;-;679;41;-;-;-;-;-;-;-;-;120;-;-;-;31955
"353890 Pirajui";4532;110;149;1419;-;448;2;-;-;-;-;-;193;-;-;1208;12917;170;9;-;-;-;440;-;-;9;-;6;1;-;-;1;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;20;-;-;-;21709
"353900 Pirangi";38;48;-;-;-;241;156;-;-;-;-;-;1;-;-;151;7339;959;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;38;-;-;1002;10126
"353910 Pirapora do Bom Jesus";1726;182;239;4707;-;371;131;-;-;-;-;-;278;-;-;1000;8623;347;-;-;-;-;15;-;-;14;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17643
"353920 Pirapozinho";460;167;-;5824;-;-;-;-;-;-;-;-;38;-;-;235;14346;974;-;-;-;-;143;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;1501;23712
"353930 Pirassununga";14372;-;239;6346;21;2586;425;498;50;-;57;-;1156;-;-;2880;54936;1338;15;-;551;-;1048;1431;-;169;-;7;-;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;5016;93235
"353940 Piratininga";1770;62;-;2909;-;330;-;-;-;-;-;-;-;-;-;325;9759;384;-;-;-;-;-;-;-;16;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15556
"353950 Pitangueiras";16818;285;350;15378;65;1658;236;75;1;-;63;-;234;-;-;1618;28194;1033;-;-;-;-;1246;-;-;92;-;6;-;-;-;1;-;-;-;-;-;204;1;-;-;-;-;-;-;-;-;-;-;-;-;67558
"353960 Planalto";20;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;132;44;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6000;6219
"353970 Platina";1953;1277;14;903;-;15;-;-;-;-;-;-;-;-;-;307;4203;187;-;-;-;-;322;-;-;25;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;40;9283
"353980 Poa";284;211;2239;34966;1570;1482;351;-;-;-;-;-;379;-;-;2372;77669;-;-;-;-;-;352;115;-;157;-;-;-;-;-;-;-;-;-;-;-;235;-;-;-;-;-;-;-;-;-;-;-;-;-;122382
"353990 Poloni";6001;2;58;1965;-;-;-;-;-;-;-;-;10;-;-;83;5755;-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;23;-;-;3523;17519
"354000 Pompeia";136;213;-;561;-;431;-;-;-;-;-;-;54;-;-;-;9480;868;29;-;-;-;369;83;-;27;-;-;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;107;-;-;1139;13559
"354010 Pongai";435;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;443
"354020 Pontal";680;48;27;11882;-;1058;199;-;4;-;58;-;281;-;-;188;11735;1007;56;-;-;-;173;-;-;59;-;2;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;24;-;-;1879;29375
"354025 Pontalinda";-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354030 Pontes Gestal";69;-;7;766;-;-;-;-;-;-;-;-;8;-;10;242;1233;-;-;-;-;-;26;-;-;2;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;2376
"354040 Populina";958;82;590;484;-;-;29;-;-;-;-;-;-;-;3;147;3167;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5472
"354050 Porangaba";389;24;-;-;-;-;-;-;-;-;-;-;-;-;-;206;3159;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3784
"354060 Porto Feliz";6106;141;6830;23584;40;1962;895;299;-;-;88;-;692;-;-;1825;66130;1095;55;-;-;-;1259;32;-;405;-;8;-;-;15;3;36;-;-;-;-;218;-;107;-;-;-;-;-;-;-;-;-;-;-;111825
"354070 Porto Ferreira";47077;394;725;4705;2;1889;245;2;44;-;9;-;586;-;-;4313;70838;3110;39;-;-;-;4465;-;-;291;-;16;-;24;-;5;1;-;-;-;-;473;-;-;-;-;-;-;-;-;-;30;-;-;5527;144810
"354075 Potim";89;20;-;-;-;-;165;-;-;-;-;-;88;-;-;131;5895;1500;-;-;-;-;465;-;-;3;-;-;-;-;-;-;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;4;-;-;1082;9567
"354080 Potirendaba";-;55;-;1790;-;575;107;-;-;-;-;-;204;-;-;-;9556;819;-;-;-;-;82;-;-;53;-;1;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;13265
"354085 Pracinha";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;80;714;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;421;1263
"354090 Pradopolis";-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;607;643
"354100 Praia Grande";2392;20;8403;173808;2491;15224;6924;1845;196;137;667;-;5549;131;-;6141;156218;2468;1144;-;2285;73;376;256;-;210;-;22;112;-;4;22;-;-;-;4;1;109;-;-;18;-;-;-;-;-;-;-;19;-;5240;392509
"354105 Pratania";292;8;-;-;-;-;-;-;-;-;-;-;34;-;-;-;1795;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2130
"354110 Presidente Alves";1666;43;186;-;-;-;-;-;-;-;-;-;-;-;-;515;4999;-;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;7563
"354120 Presidente Bernardes";4265;-;166;134;-;251;-;-;-;-;-;-;64;-;-;502;7706;-;8;-;-;-;273;-;-;63;-;7;-;10;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;35;-;-;-;13516
"354130 Presidente Epitacio";6954;-;1611;393;-;767;15;-;-;-;-;-;218;-;-;859;24967;-;56;-;-;-;1960;-;-;175;-;3;-;-;-;-;13;-;-;-;-;143;-;-;-;-;-;-;-;-;-;25;-;-;-;38159
"354140 Presidente Prudente";2425;1500;2805;93423;-;3084;169;-;-;-;-;-;1026;-;-;3359;92920;2185;-;-;-;-;1224;-;-;454;-;18;-;-;-;-;1;-;-;-;-;113;99;-;-;-;-;-;-;-;-;57;-;-;10396;215258
"354150 Presidente Venceslau";13299;161;94;9258;-;572;97;-;-;-;-;-;295;-;-;1652;26003;3522;2;-;-;-;2065;24;-;29;-;24;-;-;-;53;3;-;-;-;-;120;-;-;-;-;-;-;-;-;-;30;-;-;5519;62822
"354160 Promissao";-;824;-;4493;-;265;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;5627
"354165 Quadra";-;20;-;2289;-;-;-;-;-;-;-;-;-;-;-;9;110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2428
"354170 Quata";3124;-;9;3674;-;-;180;-;-;-;-;-;-;-;-;166;511;712;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;8396
"354180 Queiroz";3458;3;94;-;-;-;-;-;-;-;-;-;-;-;-;105;3347;162;-;-;-;-;251;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;7463
"354190 Queluz";37;117;197;3995;-;416;122;-;-;-;-;-;100;-;-;208;5768;271;33;-;-;-;149;-;-;4;-;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;11494
"354200 Quintana";1066;47;34;-;-;121;-;-;-;-;-;-;-;-;-;848;15561;625;-;-;-;-;679;-;-;10;-;2;-;-;-;-;-;-;-;-;-;291;-;-;-;-;-;-;-;-;-;21;-;-;424;19729
"354210 Rafard";8;-;28;3835;-;-;-;-;-;-;-;-;-;-;-;57;2949;77;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;151;7192
"354220 Rancharia";5024;92;-;9789;-;-;-;-;-;-;-;-;363;-;-;45;6744;-;-;-;-;-;174;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22431
"354230 Redencao da Serra";1;5;28;2477;-;-;-;-;-;-;-;-;33;-;-;137;3163;158;-;-;-;-;16;-;-;4;-;2;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;6037
"354240 Regente Feijo";5;108;-;2841;-;-;-;-;-;-;-;-;75;-;-;126;6274;1190;-;-;-;-;-;-;-;25;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10651
"354250 Reginopolis";1544;15;-;-;-;8;39;-;-;-;-;-;-;-;-;-;2138;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;3795
"354260 Registro";424;170;2;412;-;1037;-;-;-;-;-;-;446;-;-;1168;22648;1362;-;-;-;-;560;95;-;10;-;1;-;-;-;-;1;-;-;-;-;118;-;-;-;-;-;-;-;-;-;23;-;-;-;28477
"354270 Restinga";429;23;-;483;-;-;9;-;-;-;-;-;1;-;-;107;4520;189;-;-;-;-;-;-;-;41;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;9;5836
"354280 Ribeira";-;20;-;-;-;-;5;-;-;-;-;-;-;-;-;187;1283;35;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1537
"354290 Ribeirao Bonito";2484;5;51;3477;-;240;70;-;-;-;-;-;67;-;-;383;6822;299;-;-;-;-;97;-;-;23;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;480;14531
"354300 Ribeirao Branco";-;114;-;6171;-;-;-;-;-;-;-;-;4;-;-;135;2885;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9312
"354310 Ribeirao Corrente";247;26;327;-;-;-;-;-;-;-;-;-;-;-;-;179;5276;136;-;-;-;-;144;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;6343
"354320 Ribeirao do Sul";2015;-;399;-;-;11;-;-;-;-;-;-;-;-;-;298;7650;670;-;-;-;-;515;-;-;10;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;11600
"354323 Ribeirao dos Indios";1958;5;-;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;2073
"354325 Ribeirao Grande";-;102;-;-;-;-;53;-;-;-;-;-;40;-;-;-;46;-;-;-;-;-;38;-;-;-;-;32;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;317
"354330 Ribeirao Pires";739;78;7547;43097;246;3674;1398;517;-;-;-;-;2157;-;-;3862;75881;3400;64;-;-;-;262;36;-;167;-;8;-;16;-;-;10;-;-;-;-;92;-;-;-;-;-;-;-;-;-;178;-;-;-;143429
"354340 Ribeirao Preto";83246;1145;56047;249575;1165;12740;3893;875;398;134;502;-;11968;4;19;15219;420512;3423;911;861;7409;-;17563;773;1;636;-;85;236;3;242;172;20;4;-;-;-;1472;5;119;56;97;-;-;-;79;-;169;105;-;-;891883
"354360 Rifaina";289;11;9;-;-;87;-;-;-;-;-;-;-;-;-;186;3154;176;-;-;-;-;501;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;22;-;-;-;4503
"354370 Rincao";1;-;68;3;-;-;13;-;-;-;-;-;67;-;-;198;5216;503;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69;-;-;-;6150
"354380 Rinopolis";4067;40;45;641;-;289;-;-;-;-;-;-;-;-;-;959;9141;449;1;-;-;-;161;-;-;21;-;1;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;21;-;-;2286;18150
"354390 Rio Claro";2894;2019;13504;69332;4117;5805;1954;1378;474;69;249;-;3434;530;-;7564;219921;3074;164;469;1274;497;2030;12;-;712;-;20;1;-;74;17;1;-;-;-;-;280;-;30;24;-;-;-;-;-;-;130;63;-;-;342116
"354400 Rio das Pedras";8351;88;432;11949;-;897;-;-;-;-;-;-;453;-;-;929;32676;-;-;-;-;-;492;-;-;133;-;13;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;34;-;-;544;57020
"354410 Rio Grande da Serra";117;-;3124;-;-;-;-;-;-;-;-;-;6;-;-;4;20702;112;-;-;-;-;87;554;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24709
"354420 Riolandia";-;-;-;6;-;-;141;-;-;-;-;-;-;-;-;-;215;1481;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;1338;3209
"354350 Riversul";-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
"354425 Rosana";43;23;-;9337;-;-;-;-;-;-;-;-;-;-;-;-;1635;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11188
"354430 Roseira";259;43;1;-;-;1;171;-;-;-;-;-;131;-;-;230;6938;814;-;-;-;-;19;-;-;5;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;260;8879
"354440 Rubiacea";912;6;52;-;-;-;-;-;-;-;-;-;-;-;-;51;2263;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;3387
"354450 Rubineia";-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;322;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;361
"354460 Sabino";1437;14;203;-;-;9;-;-;-;-;-;-;-;-;-;146;6023;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;19;-;-;-;7984
"354470 Sagres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1445;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1445
"354480 Sales";4763;25;32;502;-;2;-;-;-;-;-;-;-;-;-;613;11285;583;-;-;-;-;249;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;2401;20512
"354490 Sales Oliveira";-;496;-;7112;-;421;80;-;-;-;-;-;-;-;-;-;815;590;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;1416;10940
"354500 Salesopolis";1;57;544;3786;-;598;172;-;-;-;-;-;192;-;-;354;6837;303;2;-;-;-;-;-;-;43;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12890
"354515 Saltinho";3239;1026;409;3665;-;299;96;-;1;-;-;-;292;-;-;1020;17552;281;2;-;-;-;429;-;-;196;-;10;-;2;-;-;-;-;-;-;-;27;-;15;-;-;-;-;-;-;-;-;-;-;556;29117
"354520 Salto";1517;393;2452;29383;261;5159;1811;435;33;-;187;-;697;34;-;705;55469;3431;65;-;-;18;367;60;-;239;-;1;-;-;19;-;3;-;-;-;-;103;-;42;-;-;-;-;-;-;-;-;-;-;9370;112254
"354530 Salto de Pirapora";626;80;126;19733;-;1565;178;-;-;-;79;-;308;-;-;760;26647;829;-;-;-;16;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;1484;52598
"354540 Salto Grande";3386;258;161;4113;39;731;88;-;-;-;-;-;2;4;-;158;6930;195;6;-;-;4;756;-;-;13;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;1461;18383
"354550 Sandovalina";196;21;1592;-;-;-;-;-;-;-;-;-;-;-;-;-;-;340;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2149
"354560 Santa Adelia";2557;161;703;5052;-;369;258;-;-;-;-;-;120;-;-;1324;17215;131;-;-;-;-;246;54;-;19;-;1;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;25;-;-;2873;31164
"354570 Santa Albertina";-;31;-;3594;-;-;-;-;-;-;-;-;12;-;-;76;2799;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6512
"354580 Santa Barbara d'Oeste";12016;416;10713;61019;12;11181;829;556;243;-;25;-;2689;-;-;8348;184141;1722;170;-;1365;-;3979;142;-;287;-;66;1;1;-;30;4;-;-;-;-;831;-;-;22;-;-;-;-;-;-;86;46;-;1051;301991
"354600 Santa Branca";8;-;-;-;-;285;-;-;-;-;-;-;177;-;-;199;10292;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10969
"354610 Santa Clara d'Oeste";64;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;350;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;230;695
