municipio;latitude;longitude;hospital_estadual;hospital_federal;hospital_municipal;hospital_particular;clinica_estadual;clinica_federal;clinica_municipal;clinica_particular;consultorio_total;pronto_atendimento_total;unidade_movel_total;baixissima vulnerabilidade_n_pessoas;muito baixa vulnerabilidade_n_pessoas;baixa vulnerabilidade_n_pessoas;media vulnerabilidade_n_pessoas;alta vulnerabilidade_n_pessoas;muito alta vulnerabilidade_n_pessoas;vigilancia em saude;consultas / atendimentos / acompanhamentos;diagnostico em vigilancia epidemiologica e ambiental;diagnostico em laboratorio clinico;coleta de material;tratamentos clinicos (outras especialidades);diagnostico por ultrasonografia;diagnostico por radiologia;fisioterapia;tratamentos odontologicos;diagnostico por teste rapido;terapias especializadas;diagnostico por tomografia;diagnostico por ressonancia magnetica;pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa;diagnostico por endoscopia;metodos diagnosticos em especialidades;diagnostico por anatomia patologica e citopatologia;bucomaxilofacial;diagnostico por radiologia intervencionista;anestesiologia;hemoterapia;diagnostico e procedimentos especiais em hemoterapia;diagnostico por medicina nuclear in vivo;tratamento em oncologia;tratamento em nefrologia;componente especializado da assitencia farmaceutica;orteses, proteses e materiais especiais nao relacionados ao ato cirurgico;autorizacao / regulacao;acoes coletivas / individuais em saude;acoes relacionadas ao estabelecimento;tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas;cirurgia do aparelho circulatorio;cirurgia do sistema nervoso central e periferico;parto e nascimento;medicamentos de ambito hospitalar e urgencia;cirurgia do aparelho digestivo, orgaos anexos e parede abdominal;cirurgia do sistema osteomuscular;cirurgia obstetrica;cirurgia toracica;cirurgia em oncologia;acoes relacionadas ao atendimento;cirurgia do aparelho geniturinario;cirurgia reparadora;cirurgia das vias aereas superiores, da face, da cabeca e do pescoco;cirurgia de mama;orteses, proteses e materiais especiais relacionados ao ato cirurgico;acompanhamento e intercorrencias no pre e pos-transplante;cirurgia do aparelho da visao;cirurgia de glandulas endocrinas;cirurgia em nefrologia;outras cirurgias;coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante;acoes relacionadas a doacao de orgaos e tecidos para transplante;processamento de tecidos para transplante;transplante de orgaos, tecidos e celulas;avaliacao de morte encefalica;populacao;receita_anual;ids;categoria;cluster
GALIA;-22,2918;-49,5504;0;0;0;1;0;0;0;0;5;0;0;0;1713;0;2957;1391;0;0;7925;0;2866;31;0;0;280;202;400;329;0;0;0;34;0;96;0;47;0;0;0;0;0;0;0;0;21;25900;4109;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6419;42840056.8;0.645;Moderado;0
GARCA;-22,2125;-49,6546;0;0;0;3;0;0;4;4;45;1;1;318;19251;4889;9927;6814;0;84;57890;0;10522;805;101;17;2723;1286;2368;3670;1;0;0;145;9;1545;24;526;0;0;0;0;0;0;0;0;94;0;10866;0;3;0;1;11;3;23;14;33;0;0;655;34;0;0;0;4;0;0;0;1;1;0;0;0;0;0;44429;254215138.07;0.679;Moderado;0
GASTAO VIDIGAL;-20,7948;-50,1912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2574;517;0;44;47;0;537;0;0;0;0;0;382;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4911;34174558.3;0.255;Crítico;3
GAVIAO PEIXOTO;-21,8367;-48,4957;0;0;0;0;0;0;0;0;1;1;0;0;801;0;1333;2529;0;71;4866;0;139;0;0;7;205;200;0;116;0;0;0;7;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4841;92188654.58;0.62;Moderado;0
GENERAL SALGADO;-20,6485;-50,364;0;0;0;1;0;0;1;2;8;1;0;0;5875;105;4048;165;0;55;3796;0;2321;19;0;57;284;255;461;0;0;0;0;21;0;89;0;101;0;0;0;0;0;0;0;0;27;0;110;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10855;73628950.64;0.533;Em risco;0
GETULINA;-21,7961;-49,9312;0;0;0;1;0;0;0;0;11;0;0;0;2328;170;3506;2673;0;33;18395;0;103;316;0;0;231;100;368;1015;0;0;0;22;0;65;0;59;0;0;0;0;0;0;0;0;18;0;8915;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11485;64527662.73;0.635;Moderado;0
GLICERIO;-21,3812;-50,2123;0;0;0;0;0;0;0;0;0;0;0;0;1600;0;1461;928;0;613;5841;0;0;414;0;0;0;318;0;490;0;0;0;61;0;14;0;0;0;0;0;0;0;0;0;0;0;9310;2586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4842;42870251.26;0.625;Moderado;0
GUAICARA;-21,6195;-49,8013;0;0;0;0;0;0;1;0;7;0;0;0;2170;778;3122;4873;0;44;10014;0;0;291;0;155;55;253;302;813;0;0;0;10;0;48;0;53;0;0;0;0;0;0;0;0;23;0;6226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12416;62987061.56;0.58;Em risco;0
GUAIMBE;-21,9091;-49,8986;0;0;0;0;0;0;0;0;0;1;0;0;244;0;2326;2877;0;33;1656;0;0;0;0;0;182;476;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;20;0;2469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5806;45048919.46;0.429;Em risco;3
GUAIRA;-20,3196;-48,312;0;0;0;1;0;0;2;10;68;0;1;0;20948;5945;4336;7555;0;174;52446;0;19948;1388;22;898;2029;853;1267;2399;2;359;0;97;20;705;0;301;0;76;0;0;0;0;0;0;47;37440;24883;0;2;13;2;0;2;17;37;18;4;0;385;10;0;0;0;30;0;0;0;0;0;0;0;0;0;0;41283;321541945.29;0.748;Estruturado;0
GUAPIACU;-20,7959;-49,2172;0;0;0;0;0;0;0;2;7;1;0;396;6917;2950;4644;6479;0;160;29977;0;7759;470;0;338;649;1535;1919;1545;0;0;0;69;0;208;0;194;0;0;0;0;0;0;0;0;35;1730;19488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22087;131136945.26;0.599;Moderado;0
GUAPIARA;-24,1892;-48,5295;0;0;1;0;0;0;1;1;1;0;1;0;985;501;9493;5912;0;3886;1728;415;4379;0;0;114;376;248;0;0;39;0;0;27;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;0;1;0;9;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16896;89109601.0;0.355;Crítico;3
GUARA;-20,4302;-47,8236;0;0;0;1;0;0;2;2;41;1;0;0;5679;622;6076;5902;0;39;15110;0;2139;298;8;75;1608;226;837;693;18;0;0;13;0;284;0;177;0;0;0;0;0;0;0;0;45;0;4806;0;2;0;0;0;0;1;1;11;0;0;36;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21394;116371599.99;0.666;Moderado;0
GUARACAI;-21,0292;-51,2119;0;0;0;1;0;0;0;1;6;0;0;0;3691;0;2597;806;0;2435;8856;0;0;45;0;0;0;30;283;477;0;0;0;26;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1834;0;1;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8258;53315384.26;0.67;Moderado;0
GUARACI;-20,4977;-48,9391;0;0;0;0;0;0;1;0;7;1;1;0;3633;134;2294;3892;0;7;12048;0;3767;3413;0;131;585;290;244;1261;31;0;0;48;0;3040;0;24;0;0;0;0;0;0;0;0;0;0;16837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11382;105227554.45;0.701;Estruturado;0
GUARANI D'OESTE;-20,0746;-50,3411;0;0;0;0;0;0;0;0;0;0;0;0;471;0;1241;0;0;18;587;0;0;0;0;0;0;628;0;0;1;0;0;47;0;17;0;0;0;0;0;0;0;0;0;0;0;30460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1996;26517488.22;0.676;Moderado;0
GUARANTA;-21,8942;-49,5914;0;0;0;0;0;0;0;0;0;1;0;0;1203;0;1897;2904;0;32;3289;0;0;206;0;0;0;35;83;378;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6685;45554291.56;0.463;Em risco;3
GUARARAPES;-21,2544;-50,6453;0;0;0;1;0;0;0;4;58;0;0;0;14004;435;10743;5081;0;113;31324;0;3872;175;0;72;1280;792;1322;1257;0;0;0;73;111;517;0;169;0;0;0;0;0;0;0;0;245;18610;5345;0;1;0;1;10;1;21;7;1;0;0;228;16;0;0;0;2;0;0;0;0;0;0;0;0;0;0;33257;171178224.25;0.672;Moderado;0
GUARAREMA;-23,4112;-46,0369;0;0;0;1;0;0;1;4;7;0;1;972;12901;838;11639;4182;0;190;23117;0;14874;1077;30;502;2211;3008;762;1906;0;0;0;57;12;1346;578;130;0;0;0;0;0;0;0;0;0;0;1096;0;3;0;0;3;3;0;0;21;0;0;114;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30465;342635309.24;0.693;Estruturado;0
GUARATINGUETA;-22,8075;-45,1938;0;1;0;5;0;0;4;37;308;1;5;5072;75600;7096;11346;15248;732;288;18841;0;37468;101;1;742;238;157;1050;517;196;177;60;342;35;806;327;286;0;0;0;0;12;335;1352;0;0;59940;818;0;10;12;3;23;176;53;48;65;12;29;1823;27;16;0;1;52;0;0;0;9;10;0;0;0;0;0;123192;517877631.25;0.553;Em risco;0
GUAREI;-23,3714;-48,1837;0;0;0;0;0;0;0;0;1;1;1;0;3273;665;2891;5353;0;16;16904;0;6196;5427;0;105;380;612;841;1038;0;0;0;128;0;139;0;152;0;0;0;0;0;0;0;0;0;0;10312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19244;80368851.94;0.558;Em risco;0
GUARIBA;-21,3594;-48,2316;0;0;0;1;0;0;4;10;33;0;1;0;15114;2360;5983;13246;0;353;27151;0;12253;53;7;467;1973;1148;2283;635;0;51;3;64;56;608;100;350;0;0;3;3;0;0;0;0;78;24880;14533;0;0;0;1;12;2;8;6;18;3;0;299;16;0;0;0;1;0;0;0;0;0;0;0;0;0;0;40857;186905094.36;0.629;Moderado;0
GUARUJA;-23,9888;-46,258;1;0;1;5;0;0;11;72;235;7;14;6654;106676;29605;18643;15382;105123;18;266005;0;157344;6199;1843;2127;12707;3677;1698;9214;38;1410;78;771;244;4032;2531;155;0;21;756;804;0;548;1708;0;93;0;975;0;18;4;9;95;200;126;102;108;31;18;3289;67;1;4;0;183;0;6;0;8;3;5;3;0;0;1;324977;2181142690.8;0.65;Moderado;1
GUARULHOS;-23,4538;-46,5333;2;0;3;13;3;0;18;305;412;10;25;60089;471657;156157;121205;255335;213993;20512;467320;750;446266;13993;438;6585;25884;1949;3422;16081;381;1797;510;1850;378;6969;4291;907;0;189;8;36;0;0;8305;0;336;2460;2073;0;47;85;22;347;317;201;258;265;22;0;6558;143;14;50;19;600;0;0;0;32;14;0;0;0;0;0;1404694;6192621072.57;0.385;Crítico;2
GUATAPARA;-21,4944;-48,0356;0;0;0;0;0;0;1;0;1;1;1;0;2035;0;1964;3180;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7760;55090888.3;0.252;Crítico;3
GUZOLANDIA;-20,6467;-50,6645;0;0;0;0;0;0;0;0;0;0;0;0;699;0;1166;2088;0;42;5798;0;0;13;0;0;3;0;153;335;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;1455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5346;34744577.33;0.571;Em risco;0
HERCULANDIA;-22,0038;-50,3907;0;0;0;1;0;0;1;0;5;1;0;0;3132;475;1752;3319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9649;55988653.2;0.318;Crítico;3
HOLAMBRA;-22,6405;-47,0487;0;0;0;0;0;0;1;3;27;0;0;2305;6199;1038;1632;3737;0;95;14302;0;0;241;0;1;576;0;91;450;0;0;0;0;0;1;0;15;0;0;0;0;0;0;0;0;0;0;1583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15605;141468595.12;0.702;Estruturado;0
HORTOLANDIA;-22,8529;-47,2143;0;0;1;1;0;0;7;50;109;3;11;7634;101001;50871;29071;38637;4072;155;167669;1;90527;2841;18;2291;9821;1303;1489;5437;3;53;103;1433;269;1757;105;93;0;205;8;0;0;0;1990;0;0;0;5661;0;18;0;0;82;204;50;86;97;4;0;408;5;1;1;0;131;0;0;0;6;5;0;0;0;0;0;237570;1473980308.95;0.619;Moderado;1
IACANGA;-21,8896;-49,031;0;0;0;1;0;0;0;2;9;0;1;0;5451;1122;1815;1826;0;103;3661;0;492;0;0;0;111;0;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20;0;1153;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12002;81485255.13;0.43;Em risco;3
IACRI;-21,8572;-50,6932;0;0;0;0;0;0;0;0;0;1;0;0;1339;176;2712;1413;0;0;8267;0;0;377;0;0;18;228;290;479;0;0;0;0;0;5;0;46;0;0;0;0;0;0;0;0;12;0;4212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6269;40986258.2;0.61;Moderado;0
IARAS;-22,8682;-49,1634;0;0;0;0;0;0;0;0;0;0;0;0;570;800;1112;2499;0;0;753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9786;49029807.2;0.191;Crítico;3
IBATE;-21,9584;-47,9882;0;0;1;0;0;0;1;3;36;0;0;0;7891;3686;8577;11646;0;0;26038;0;9346;119;17;341;419;751;493;1204;39;0;0;18;0;253;0;62;0;0;0;0;0;0;0;0;0;0;3460;0;0;2;0;4;1;13;0;20;1;0;121;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;35830;158908121.27;0.548;Em risco;0
IBIRA;-21,083;-49,2448;0;0;0;1;0;0;1;0;10;0;1;0;5497;882;2127;2807;0;69;5599;0;4128;0;0;340;692;0;0;93;0;0;0;1;0;13;0;0;0;0;0;0;0;0;0;0;24;0;1;0;0;0;0;0;0;0;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12639;67876149.68;0.512;Em risco;0
IBIRAREMA;-22,8185;-50,0739;0;0;0;0;0;0;0;0;0;0;0;342;2246;0;1429;1912;268;90;18529;0;4399;40;0;108;437;265;900;959;0;0;0;50;0;44;0;44;0;0;0;0;0;0;0;0;20;10220;6821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7926;49138465.09;0.58;Em risco;0
IBITINGA;-21,7562;-48,8319;0;0;0;2;0;0;3;15;129;2;1;275;22920;5824;11525;18727;0;396;46137;0;8662;2809;4;168;2635;1606;0;4766;2;91;22;147;0;869;0;0;0;37;3;0;0;0;0;0;65;0;12685;0;11;0;4;10;22;18;74;28;5;0;789;29;1;2;2;95;0;0;0;5;7;0;0;0;0;0;61150;271812624.47;0.68;Moderado;0
IBIUNA;-23,6596;-47,223;0;0;1;2;0;0;3;8;19;0;1;951;15013;3808;28591;22241;1251;0;164383;0;0;286;978;0;4304;0;0;6004;400;0;0;89;0;1063;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;20;0;62;0;47;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80062;329202884.37;0.552;Em risco;0
ICEM;-20,3391;-49,1915;0;0;0;0;0;0;0;5;6;0;1;0;2457;0;2250;2044;0;19;6141;0;704;1;0;0;6;146;132;242;0;0;0;15;0;49;0;8;0;0;0;0;0;0;0;0;0;10410;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8363;75672044.05;0.711;Estruturado;0
IEPE;-22,6602;-51,0779;0;0;1;0;0;0;1;1;6;0;0;0;2239;1266;441;3046;0;83;6057;0;2517;0;12;100;463;0;0;147;13;0;0;31;0;126;0;0;0;0;0;0;0;0;0;0;0;0;3487;0;2;0;0;0;0;0;0;4;0;0;204;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8228;65333681.35;0.729;Estruturado;0
IGARACU DO TIETE;-22,509;-48,5597;0;0;0;0;0;0;2;1;9;1;0;0;5584;2665;10810;3733;0;47;8942;0;8332;73;0;275;121;1430;1290;480;0;0;0;0;0;91;0;113;0;0;0;0;0;0;0;0;42;24950;8918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24821;106571678.98;0.575;Em risco;0
IGARAPAVA;-20,0407;-47,7466;0;0;1;0;0;0;3;5;51;0;0;0;10952;323;8054;6746;0;183;25897;0;9998;104;0;204;780;461;629;624;0;378;61;50;9;100;0;145;0;4;1;1;0;0;0;0;20;0;9822;0;2;0;0;1;0;30;26;12;1;0;378;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;30791;179784584.27;0.713;Estruturado;0
IGARATA;-23,2037;-46,157;0;0;0;0;0;0;0;1;1;0;1;0;3698;1094;3718;1528;0;56;5516;0;0;52;0;0;0;0;0;459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29970;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9631;78608138.44;0.63;Moderado;0
IGUAPE;-24,699;-47,5537;0;0;0;0;0;0;2;5;8;1;0;0;10293;0;15149;1723;0;63;11298;0;0;1256;0;0;1704;0;0;749;0;0;0;52;0;142;0;0;0;0;0;0;0;0;0;0;0;0;393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31117;190427652.34;0.38;Crítico;3
ILHABELA;-23,7785;-45,3552;0;0;1;0;0;0;4;4;8;0;2;429;15082;8454;319;2482;6829;388;39338;0;39522;123;1;908;2406;754;211;165;267;581;0;229;3;597;197;48;0;7;6;0;0;0;0;0;15;57830;18696;0;3;6;1;35;62;82;77;72;6;0;1665;69;1;6;1;0;0;0;0;0;3;0;0;0;0;0;36194;1226191375.82;0.737;Estruturado;0
ILHA COMPRIDA;-24,7307;-47,5383;0;0;0;0;0;0;0;1;1;1;0;0;7747;512;3732;941;0;229;13732;450;12244;0;0;0;1386;0;0;719;0;0;0;7;0;135;0;0;0;0;0;0;0;0;0;0;0;0;491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11552;145104590.03;0.705;Estruturado;0
ILHA SOLTEIRA;-20,4326;-51,3426;0;0;0;1;0;0;4;16;94;0;0;1695;17187;2542;2817;1077;0;56;21010;0;0;238;0;0;6;0;255;999;143;0;0;1;0;0;0;97;0;0;0;0;0;0;0;0;0;0;8695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26886;234624967.18;0.875;Estruturado;0
INDAIATUBA;-23,0816;-47,2101;0;0;1;5;0;0;7;69;273;2;4;45853;132729;41337;14866;19041;0;4457;162243;0;208058;4466;55;4517;11092;1474;1337;4140;775;461;328;533;145;7213;734;72;0;7;52;86;0;0;1435;0;341;0;9325;0;30;32;29;87;204;178;123;71;33;0;2120;123;4;7;6;319;0;51;4;0;7;0;0;0;0;0;260690;2044078766.81;0.735;Estruturado;1
INDIANA;-22,1738;-51,2555;0;0;0;0;0;0;1;0;3;0;0;0;2401;175;2350;151;0;22;0;0;814;0;0;0;0;448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4873;30201679.8;0.331;Crítico;3
INDIAPORA;-19,979;-50,2909;0;0;0;1;0;0;0;1;2;0;0;0;1182;0;2335;452;0;20;2061;0;2305;0;2;0;158;549;0;0;0;0;0;4;0;44;0;0;0;0;0;0;0;0;0;0;52;16870;27;0;0;0;0;0;0;9;1;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3876;39699413.85;0.727;Estruturado;0
INUBIA PAULISTA;-21,7695;-50,9633;0;0;0;0;0;0;0;0;0;0;0;0;107;0;3303;0;0;0;3202;0;0;234;0;28;7;88;446;238;0;0;0;1;0;15;0;21;0;0;0;0;0;0;0;0;11;0;4553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4045;28897317.36;0.585;Em risco;0
IPAUSSU;-23,0575;-49,6279;0;0;0;1;0;0;0;1;7;0;1;0;5284;706;4720;2660;0;0;8013;0;484;154;27;0;524;230;733;113;0;0;0;12;0;68;0;78;0;0;0;0;0;0;0;0;40;0;1694;0;0;0;0;6;0;5;0;4;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15165;95283179.1;0.47;Em risco;3
IPERO;-23,3513;-47,6927;0;0;0;0;0;0;1;1;14;2;1;0;13412;3070;2039;14671;0;126;25241;0;3502;1368;0;130;979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38771;161563227.31;0.406;Em risco;3
IPEUNA;-22,4355;-47,7151;0;0;0;0;0;0;1;0;0;0;1;0;2135;1445;1200;1992;0;0;4475;0;0;171;0;40;247;0;0;585;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;1057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7824;53642413.15;0.479;Em risco;3
IPIGUA;-20,6557;-49,3842;0;0;0;0;0;0;1;0;0;0;0;0;2283;0;3372;894;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5557;39686427.5;0.21;Crítico;3
IPORANGA;-24,5847;-48,5971;0;0;0;0;0;0;0;0;0;1;1;0;969;0;1529;258;0;0;741;0;0;0;0;72;0;0;0;48;0;0;0;24;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4180;40050682.68;0.402;Crítico;3
IPUA;-20,4438;-48,0129;0;0;0;1;0;0;1;0;51;1;0;0;6815;0;4336;2929;0;0;5706;19;1058;20;4;0;328;0;81;157;0;0;0;52;0;76;8;35;0;0;0;0;0;0;0;0;0;0;122;0;1;0;0;0;0;5;0;3;0;0;75;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;16794;101936054.09;0.53;Em risco;0
IRACEMAPOLIS;-22,5832;-47,523;0;0;0;0;0;0;2;3;12;1;0;376;14025;3724;2012;1625;0;0;15267;0;0;211;20;0;55;0;791;1274;0;0;0;2;0;88;0;126;0;0;0;0;0;0;0;0;0;4000;9416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24982;141433360.31;0.618;Moderado;0
IRAPUA;-21,2768;-49,4164;0;0;0;0;0;0;0;0;4;0;1;0;1476;0;3784;1574;0;34;17252;0;1;499;0;0;0;690;230;1017;0;0;0;2;0;44;0;70;0;0;0;0;0;0;0;0;0;37810;6597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8101;43164475.9;0.591;Em risco;0
IRAPURU;-21,5684;-51,3472;0;0;0;0;0;0;0;0;1;1;0;0;1591;0;3545;451;0;31;6101;0;0;1529;1;0;0;0;143;228;0;0;0;1;0;10;0;17;0;0;0;0;0;0;0;0;0;0;3981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8356;36928788.38;0.587;Em risco;0
ITABERA;-23,8638;-49,14;0;0;1;0;0;0;2;2;2;0;0;0;2215;2879;3456;7810;0;22;19960;0;2277;87;0;235;416;105;151;711;0;0;0;15;0;216;0;61;0;0;0;0;0;0;0;0;0;0;2744;0;0;0;0;1;1;3;0;14;0;0;95;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17405;113425831.63;0.619;Moderado;0
ITAI;-23,4213;-49,092;0;0;0;1;0;0;2;2;3;0;1;152;6514;2355;2901;11706;0;0;9078;0;430;47;0;0;672;548;0;114;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27632;191169562.85;0.33;Crítico;3
ITAJOBI;-21,3123;-49,0629;0;0;0;1;0;0;1;3;15;1;0;0;6163;3950;3716;2906;0;200;28019;0;1450;705;3;97;832;1799;949;889;200;0;0;56;0;180;0;107;0;0;0;0;0;0;0;0;24;0;9055;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15331;119584249.37;0.712;Estruturado;0
ITAJU;-21,9857;-48,8116;0;0;0;0;0;0;0;0;0;0;0;0;1067;467;684;1267;0;17;7301;0;0;405;0;0;2;0;228;442;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;53;0;4614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3937;35780706.34;0.617;Moderado;0
ITANHAEM;-24,1736;-46,788;0;0;1;2;0;0;7;17;34;1;7;570;49902;6016;26356;27518;554;122;86829;0;48263;2879;112;915;3147;470;369;4689;0;7;0;68;38;923;567;13;0;0;0;0;0;0;0;0;0;84210;7049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104351;639427019.89;0.629;Moderado;0
ITAOCA;-24,6393;-48,8413;0;0;0;0;0;0;0;0;0;0;1;0;0;412;2144;660;0;7;98;0;0;0;0;9;0;122;24;23;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3332;1361518.11;0.154;Crítico;3
