municipio;alta vulnerabilidade_n_domicilios;baixa vulnerabilidade_n_domicilios;baixissima vulnerabilidade_n_domicilios;muito alta vulnerabilidade_n_domicilios;muito baixa vulnerabilidade_n_domicilios;media vulnerabilidade_n_domicilios;alta vulnerabilidade_n_pessoas;baixa vulnerabilidade_n_pessoas;baixissima vulnerabilidade_n_pessoas;muito alta vulnerabilidade_n_pessoas;muito baixa vulnerabilidade_n_pessoas;media vulnerabilidade_n_pessoas;alta vulnerabilidade_n_setores;baixa vulnerabilidade_n_setores;baixissima vulnerabilidade_n_setores;muito alta vulnerabilidade_n_setores;muito baixa vulnerabilidade_n_setores;media vulnerabilidade_n_setores
QUADRA;515.0;304.0;0.0;0.0;199.0;133.0;1499.0;843.0;0.0;0.0;531.0;368.0;5.0;1.0;0.0;0.0;2.0;2.0
QUATA;1071.0;0.0;0.0;0.0;2089.0;1524.0;3030.0;0.0;0.0;0.0;5575.0;4134.0;6.0;0.0;0.0;0.0;12.0;7.0
QUEIROZ;282.0;69.0;0.0;0.0;96.0;727.0;755.0;201.0;0.0;0.0;293.0;1883.0;2.0;1.0;0.0;0.0;2.0;6.0
QUELUZ;1593.0;130.0;0.0;0.0;1118.0;321.0;4608.0;354.0;0.0;0.0;2981.0;916.0;9.0;1.0;0.0;0.0;10.0;3.0
QUINTANA;632.0;39.0;0.0;0.0;542.0;1204.0;1853.0;111.0;0.0;0.0;1491.0;3281.0;3.0;1.0;0.0;0.0;3.0;4.0
RAFARD;413.0;0.0;0.0;0.0;2066.0;584.0;1257.0;0.0;0.0;0.0;5872.0;1698.0;3.0;0.0;0.0;0.0;9.0;3.0
RANCHARIA;3531.0;344.0;0.0;0.0;4753.0;1997.0;9620.0;843.0;0.0;0.0;12224.0;5512.0;17.0;3.0;0.0;0.0;29.0;10.0
REDENCAO DA SERRA;326.0;0.0;0.0;0.0;152.0;1044.0;946.0;0.0;0.0;0.0;419.0;2754.0;3.0;0.0;0.0;0.0;1.0;11.0
REGENTE FEIJO;1538.0;432.0;39.0;0.0;3459.0;1967.0;4154.0;1158.0;116.0;0.0;9117.0;5344.0;8.0;2.0;1.0;0.0;19.0;8.0
REGINOPOLIS;611.0;100.0;0.0;0.0;1064.0;316.0;1752.0;251.0;0.0;0.0;2767.0;740.0;3.0;1.0;0.0;0.0;6.0;2.0
REGISTRO;3894.0;587.0;65.0;0.0;11450.0;5113.0;11181.0;1685.0;201.0;0.0;30438.0;14616.0;19.0;4.0;1.0;0.0;51.0;31.0
RESTINGA;1215.0;0.0;0.0;0.0;214.0;733.0;3435.0;0.0;0.0;0.0;614.0;2287.0;8.0;0.0;0.0;0.0;2.0;5.0
RIBEIRA;133.0;0.0;0.0;0.0;146.0;858.0;382.0;0.0;0.0;0.0;378.0;2300.0;1.0;0.0;0.0;0.0;1.0;9.0
RIBEIRAO BONITO;1809.0;0.0;0.0;0.0;1262.0;905.0;5149.0;0.0;0.0;0.0;3183.0;2465.0;9.0;0.0;0.0;0.0;9.0;5.0
RIBEIRAO BRANCO;3240.0;0.0;0.0;0.0;813.0;2350.0;9216.0;0.0;0.0;0.0;2166.0;6778.0;24.0;0.0;0.0;0.0;5.0;20.0
RIBEIRAO CORRENTE;767.0;0.0;0.0;0.0;0.0;783.0;2253.0;0.0;0.0;0.0;0.0;2268.0;4.0;0.0;0.0;0.0;0.0;5.0
RIBEIRAO DO SUL;221.0;83.0;0.0;0.0;447.0;921.0;635.0;222.0;0.0;0.0;1241.0;2398.0;3.0;2.0;0.0;0.0;5.0;9.0
RIBEIRAO DOS INDIOS;129.0;0.0;0.0;0.0;0.0;636.0;307.0;0.0;0.0;0.0;0.0;1591.0;1.0;0.0;0.0;0.0;0.0;4.0
RIBEIRAO GRANDE;89.0;0.0;0.0;0.0;424.0;2078.0;252.0;0.0;0.0;0.0;1113.0;5837.0;1.0;0.0;0.0;0.0;3.0;19.0
RIBEIRAO PIRES;2501.0;3367.0;324.0;1629.0;30069.0;3366.0;7218.0;9494.0;910.0;4586.0;82827.0;9512.0;13.0;16.0;2.0;6.0;142.0;22.0
RIBEIRAO PRETO;22375.0;68870.0;33796.0;7572.0;124887.0;7405.0;65127.0;165853.0;86955.0;22793.0;328918.0;21899.0;103.0;317.0;174.0;68.0;616.0;34.0
RIFAINA;269.0;152.0;0.0;0.0;676.0;280.0;824.0;354.0;0.0;0.0;1836.0;763.0;1.0;1.0;0.0;0.0;6.0;2.0
RINCAO;310.0;203.0;0.0;0.0;1120.0;1657.0;927.0;594.0;0.0;0.0;2996.0;4499.0;2.0;1.0;0.0;0.0;7.0;10.0
RINOPOLIS;804.0;381.0;0.0;0.0;843.0;1237.0;2180.0;1036.0;0.0;0.0;2091.0;3291.0;4.0;4.0;0.0;0.0;8.0;8.0
RIO CLARO;11127.0;12774.0;3443.0;137.0;41050.0;4935.0;32976.0;34173.0;9027.0;419.0;107470.0;14498.0;47.0;57.0;16.0;3.0;205.0;24.0
RIO DAS PEDRAS;1735.0;520.0;309.0;0.0;7058.0;968.0;5524.0;1583.0;911.0;0.0;20149.0;2906.0;7.0;3.0;2.0;0.0;38.0;8.0
RIO GRANDE DA SERRA;3667.0;390.0;0.0;1842.0;5864.0;3864.0;10417.0;1067.0;0.0;5166.0;16366.0;10688.0;19.0;3.0;0.0;12.0;33.0;25.0
RIOLANDIA;1359.0;127.0;0.0;0.0;457.0;1011.0;3724.0;373.0;0.0;0.0;1081.0;2573.0;6.0;2.0;0.0;0.0;2.0;6.0
RIVERSUL;1282.0;131.0;0.0;0.0;0.0;615.0;3474.0;342.0;0.0;0.0;0.0;1565.0;7.0;1.0;0.0;0.0;0.0;8.0
ROSANA;356.0;210.0;0.0;0.0;2675.0;3184.0;934.0;564.0;0.0;0.0;6819.0;8647.0;2.0;1.0;0.0;0.0;16.0;22.0
ROSEIRA;681.0;719.0;0.0;0.0;1890.0;340.0;2100.0;2185.0;0.0;0.0;5494.0;1020.0;3.0;3.0;0.0;0.0;14.0;3.0
RUBIACEA;125.0;0.0;0.0;0.0;0.0;764.0;374.0;0.0;0.0;0.0;0.0;2015.0;1.0;0.0;0.0;0.0;0.0;5.0
RUBINEIA;0.0;254.0;0.0;0.0;977.0;108.0;0.0;661.0;0.0;0.0;2514.0;236.0;0.0;2.0;0.0;0.0;10.0;1.0
SABINO;94.0;0.0;0.0;0.0;425.0;1420.0;276.0;0.0;0.0;0.0;1034.0;3595.0;1.0;0.0;0.0;0.0;5.0;10.0
SAGRES;0.0;0.0;0.0;0.0;0.0;883.0;0.0;0.0;0.0;0.0;0.0;2381.0;0.0;0.0;0.0;0.0;0.0;6.0
SALES;694.0;293.0;0.0;0.0;727.0;668.0;1774.0;812.0;0.0;0.0;1840.0;1790.0;3.0;2.0;0.0;0.0;6.0;6.0
SALES OLIVEIRA;736.0;645.0;0.0;0.0;2604.0;48.0;2091.0;1782.0;0.0;0.0;7182.0;146.0;4.0;5.0;0.0;0.0;17.0;1.0
SALESOPOLIS;1108.0;202.0;0.0;0.0;1737.0;2210.0;3110.0;509.0;0.0;0.0;4977.0;6065.0;8.0;1.0;0.0;0.0;13.0;22.0
SALMOURAO;662.0;0.0;0.0;0.0;225.0;848.0;1830.0;0.0;0.0;0.0;597.0;2182.0;3.0;0.0;0.0;0.0;3.0;4.0
SALTINHO;0.0;0.0;0.0;0.0;2650.0;211.0;0.0;0.0;0.0;0.0;7414.0;599.0;0.0;0.0;0.0;0.0;13.0;2.0
SALTO;2340.0;7386.0;1485.0;113.0;32237.0;3094.0;7240.0;20750.0;4251.0;335.0;91889.0;9234.0;11.0;28.0;8.0;1.0;138.0;13.0
SALTO DE PIRAPORA;2119.0;2338.0;279.0;0.0;6726.0;3450.0;6155.0;6652.0;824.0;0.0;18954.0;10021.0;9.0;10.0;2.0;0.0;41.0;18.0
SALTO GRANDE;1603.0;0.0;0.0;0.0;688.0;962.0;4493.0;0.0;0.0;0.0;1702.0;2537.0;13.0;0.0;0.0;0.0;7.0;7.0
SANDOVALINA;526.0;0.0;0.0;0.0;0.0;661.0;1539.0;0.0;0.0;0.0;0.0;1893.0;2.0;0.0;0.0;0.0;0.0;3.0
SANTA ADELIA;1092.0;77.0;0.0;0.0;3082.0;937.0;2781.0;201.0;0.0;0.0;8140.0;2665.0;5.0;1.0;0.0;0.0;18.0;7.0
SANTA ALBERTINA;335.0;0.0;0.0;0.0;1119.0;1060.0;864.0;0.0;0.0;0.0;2736.0;2615.0;3.0;0.0;0.0;0.0;9.0;6.0
SANTA BARBARA D'OESTE;4555.0;8326.0;1710.0;0.0;46806.0;4513.0;13052.0;22481.0;4927.0;0.0;129130.0;13011.0;27.0;46.0;11.0;0.0;270.0;27.0
SANTA BRANCA;858.0;413.0;0.0;0.0;2151.0;1620.0;2558.0;1157.0;0.0;0.0;5685.0;4218.0;5.0;2.0;0.0;0.0;16.0;17.0
SANTA CLARA D'OESTE;187.0;72.0;0.0;0.0;306.0;371.0;505.0;205.0;0.0;0.0;839.0;1018.0;2.0;1.0;0.0;0.0;4.0;4.0
SANTA CRUZ DA CONCEICAO;89.0;0.0;0.0;0.0;1383.0;136.0;250.0;0.0;0.0;0.0;3580.0;378.0;1.0;0.0;0.0;0.0;10.0;2.0
SANTA CRUZ DA ESPERANCA;0.0;0.0;0.0;0.0;732.0;0.0;0.0;0.0;0.0;0.0;2018.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0
SANTA CRUZ DAS PALMEIRAS;2721.0;518.0;0.0;0.0;4588.0;2452.0;7926.0;1543.0;0.0;0.0;11875.0;7065.0;12.0;2.0;0.0;0.0;25.0;12.0
SANTA CRUZ DO RIO PARDO;2174.0;2490.0;62.0;293.0;9269.0;2189.0;6446.0;7110.0;137.0;995.0;24854.0;6070.0;14.0;15.0;1.0;2.0;66.0;15.0
SANTA ERNESTINA;284.0;0.0;0.0;0.0;1519.0;358.0;779.0;0.0;0.0;0.0;4226.0;992.0;2.0;0.0;0.0;0.0;8.0;2.0
SANTA FE DO SUL;2926.0;1947.0;0.0;0.0;6519.0;1815.0;7563.0;5149.0;0.0;0.0;16845.0;4609.0;18.0;10.0;0.0;0.0;37.0;9.0
SANTA GERTRUDES;1506.0;4243.0;239.0;0.0;1875.0;187.0;4080.0;12468.0;768.0;0.0;5334.0;519.0;8.0;20.0;1.0;0.0;13.0;2.0
SANTA ISABEL;5012.0;1606.0;257.0;0.0;4939.0;6560.0;14579.0;4644.0;698.0;0.0;13833.0;18286.0;24.0;8.0;2.0;0.0;31.0;54.0
SANTA LUCIA;814.0;0.0;0.0;0.0;515.0;1110.0;2449.0;0.0;0.0;0.0;1463.0;3164.0;3.0;0.0;0.0;0.0;3.0;5.0
SANTA MARIA DA SERRA;687.0;0.0;0.0;0.0;804.0;320.0;2009.0;0.0;0.0;0.0;2276.0;833.0;2.0;0.0;0.0;0.0;4.0;2.0
SANTA MERCEDES;275.0;0.0;0.0;0.0;97.0;757.0;754.0;0.0;0.0;0.0;254.0;1918.0;1.0;0.0;0.0;0.0;2.0;4.0
SANTA RITA D'OESTE;0.0;0.0;0.0;0.0;203.0;854.0;0.0;0.0;0.0;0.0;542.0;2109.0;0.0;0.0;0.0;0.0;4.0;7.0
SANTA RITA DO PASSA QUATRO;390.0;324.0;0.0;0.0;6911.0;1728.0;1090.0;877.0;0.0;0.0;17489.0;4913.0;2.0;2.0;0.0;0.0;40.0;9.0
SANTA ROSA DE VITERBO;0.0;0.0;0.0;0.0;6453.0;2087.0;0.0;0.0;0.0;0.0;17284.0;5933.0;0.0;0.0;0.0;0.0;33.0;10.0
SANTA SALETE;0.0;0.0;0.0;0.0;372.0;241.0;0.0;0.0;0.0;0.0;958.0;583.0;0.0;0.0;0.0;0.0;3.0;2.0
SANTANA DA PONTE PENSA;0.0;0.0;0.0;0.0;236.0;406.0;0.0;0.0;0.0;0.0;574.0;1026.0;0.0;0.0;0.0;0.0;2.0;4.0
SANTANA DE PARNAIBA;17457.0;10640.0;15356.0;1265.0;5613.0;1703.0;51488.0;31093.0;45670.0;3790.0;16221.0;5038.0;48.0;31.0;62.0;10.0;23.0;9.0
SANTO ANASTACIO;1079.0;463.0;0.0;0.0;3591.0;1561.0;2974.0;1184.0;0.0;0.0;9136.0;4082.0;6.0;2.0;0.0;0.0;21.0;9.0
SANTO ANDRE;9643.0;19908.0;32495.0;33597.0;177754.0;5028.0;27929.0;52988.0;81845.0;98153.0;465041.0;14239.0;57.0;112.0;179.0;195.0;975.0;31.0
SANTO ANTONIO DA ALEGRIA;601.0;257.0;0.0;0.0;966.0;742.0;1504.0;729.0;0.0;0.0;2530.0;1993.0;2.0;1.0;0.0;0.0;8.0;3.0
SANTO ANTONIO DE POSSE;3400.0;1465.0;0.0;0.0;2653.0;355.0;10057.0;4341.0;0.0;0.0;7409.0;978.0;15.0;9.0;0.0;0.0;18.0;2.0
SANTO ANTONIO DO ARACANGUA;534.0;63.0;0.0;0.0;936.0;1318.0;1493.0;199.0;0.0;0.0;2507.0;3394.0;5.0;1.0;0.0;0.0;11.0;11.0
SANTO ANTONIO DO JARDIM;0.0;210.0;0.0;0.0;536.0;1343.0;0.0;599.0;0.0;0.0;1458.0;3929.0;0.0;1.0;0.0;0.0;3.0;9.0
SANTO ANTONIO DO PINHAL;340.0;234.0;0.0;0.0;1005.0;873.0;956.0;640.0;0.0;0.0;2729.0;2400.0;3.0;2.0;0.0;0.0;9.0;7.0
SANTO EXPEDITO;292.0;42.0;0.0;0.0;46.0;778.0;760.0;115.0;0.0;0.0;122.0;1918.0;4.0;1.0;0.0;0.0;1.0;5.0
SANTOPOLIS DO AGUAPEI;473.0;0.0;0.0;0.0;156.0;790.0;1214.0;0.0;0.0;0.0;417.0;2132.0;2.0;0.0;0.0;0.0;1.0;4.0
SANTOS;3747.0;10210.0;40144.0;16713.0;93338.0;2861.0;10446.0;24045.0;95718.0;45789.0;232084.0;7450.0;25.0;55.0;238.0;106.0;528.0;20.0
SAO BENTO DO SAPUCAI;284.0;507.0;0.0;0.0;2427.0;775.0;817.0;1390.0;0.0;0.0;6451.0;2124.0;2.0;4.0;0.0;0.0;21.0;8.0
SAO BERNARDO DO CAMPO;11005.0;28554.0;28107.0;55038.0;157611.0;19492.0;31075.0;73822.0;75769.0;157549.0;414463.0;54453.0;65.0;151.0;178.0;297.0;859.0;114.0
SAO CAETANO DO SUL;0.0;1576.0;19663.0;0.0;40444.0;257.0;0.0;4059.0;52426.0;0.0;107655.0;678.0;0.0;11.0;140.0;0.0;265.0;2.0
SAO CARLOS;13479.0;19722.0;7001.0;111.0;48206.0;7783.0;39049.0;45789.0;18349.0;362.0;126728.0;22503.0;52.0;91.0;32.0;3.0;228.0;38.0
SAO FRANCISCO;44.0;0.0;0.0;0.0;432.0;568.0;135.0;0.0;0.0;0.0;1086.0;1381.0;1.0;0.0;0.0;0.0;3.0;3.0
SAO JOAO DA BOA VISTA;1980.0;5332.0;859.0;0.0;20586.0;5625.0;5192.0;14166.0;2410.0;0.0;53499.0;16254.0;9.0;26.0;5.0;0.0;103.0;27.0
SAO JOAO DAS DUAS PONTES;0.0;0.0;0.0;0.0;48.0;932.0;0.0;0.0;0.0;0.0;131.0;2444.0;0.0;0.0;0.0;0.0;1.0;7.0
SAO JOAO DE IRACEMA;126.0;0.0;0.0;0.0;106.0;446.0;345.0;0.0;0.0;0.0;296.0;1182.0;1.0;0.0;0.0;0.0;2.0;2.0
SAO JOAO DO PAU D'ALHO;49.0;0.0;0.0;0.0;169.0;626.0;135.0;0.0;0.0;0.0;423.0;1469.0;1.0;0.0;0.0;0.0;3.0;4.0
SAO JOAQUIM DA BARRA;2340.0;1728.0;0.0;0.0;11388.0;1786.0;6806.0;4834.0;0.0;0.0;31142.0;5204.0;9.0;9.0;0.0;0.0;58.0;10.0
SAO JOSE DA BELA VISTA;2022.0;111.0;0.0;0.0;138.0;396.0;5812.0;302.0;0.0;0.0;365.0;1118.0;10.0;1.0;0.0;0.0;3.0;3.0
SAO JOSE DO BARREIRO;339.0;0.0;0.0;0.0;164.0;912.0;899.0;0.0;0.0;0.0;418.0;2452.0;2.0;0.0;0.0;0.0;1.0;8.0
SAO JOSE DO RIO PARDO;1601.0;910.0;62.0;0.0;11088.0;4877.0;5024.0;2344.0;188.0;0.0;29577.0;14216.0;7.0;5.0;1.0;0.0;59.0;27.0
SAO JOSE DO RIO PRETO;20619.0;44768.0;19934.0;0.0;86665.0;12978.0;56406.0;107949.0;51395.0;0.0;224317.0;35420.0;101.0;248.0;115.0;0.0;498.0;72.0
SAO JOSE DOS CAMPOS;27057.0;35457.0;33034.0;2157.0;126417.0;22333.0;84123.0;94587.0;85458.0;6441.0;353016.0;67278.0;143.0;210.0;231.0;19.0;719.0;133.0
SAO LOURENCO DA SERRA;1819.0;683.0;0.0;0.0;1543.0;1575.0;4944.0;1860.0;0.0;0.0;4360.0;4270.0;13.0;5.0;0.0;0.0;12.0;15.0
SAO LUIZ DO PARAITINGA;196.0;0.0;0.0;0.0;1238.0;2713.0;511.0;0.0;0.0;0.0;2963.0;6781.0;1.0;0.0;0.0;0.0;9.0;19.0
SAO MANUEL;2408.0;528.0;0.0;0.0;6835.0;3442.0;7393.0;1508.0;0.0;0.0;18259.0;9272.0;12.0;3.0;0.0;0.0;45.0;22.0
SAO MIGUEL ARCANJO;3427.0;302.0;0.0;0.0;3486.0;3897.0;9738.0;836.0;0.0;0.0;9605.0;11374.0;18.0;2.0;0.0;0.0;21.0;24.0
SAO PAULO;381445.0;510069.0;808101.0;582319.0;1752049.0;254498.0;1085667.0;1308816.0;1874333.0;1703098.0;4651411.0;717837.0;2114.0;2859.0;5816.0;3673.0;9949.0;1464.0
SAO PEDRO;1557.0;1252.0;152.0;441.0;9224.0;1094.0;4650.0;3457.0;412.0;1506.0;24470.0;3063.0;7.0;8.0;1.0;1.0;59.0;5.0
SAO PEDRO DO TURVO;820.0;0.0;0.0;0.0;1108.0;630.0;2308.0;0.0;0.0;0.0;3009.0;1757.0;5.0;0.0;0.0;0.0;12.0;7.0
SAO ROQUE;1760.0;3439.0;904.0;698.0;17298.0;3388.0;5276.0;9293.0;2467.0;2216.0;46642.0;10376.0;9.0;15.0;7.0;6.0;86.0;24.0
SAO SEBASTIAO;4472.0;2134.0;428.0;8326.0;11337.0;1216.0;13092.0;5770.0;1149.0;24678.0;30179.0;3568.0;30.0;18.0;5.0;50.0;101.0;8.0
SAO SEBASTIAO DA GRAMA;71.0;293.0;0.0;0.0;1934.0;1512.0;215.0;810.0;0.0;0.0;5071.0;4144.0;1.0;3.0;0.0;0.0;11.0;8.0
SAO SIMAO;290.0;0.0;0.0;0.0;3597.0;913.0;885.0;0.0;0.0;0.0;9545.0;2785.0;1.0;0.0;0.0;0.0;23.0;5.0
SAO VICENTE;6934.0;10474.0;337.0;28704.0;62744.0;10138.0;19992.0;28059.0;871.0;84765.0;160874.0;28541.0;33.0;51.0;2.0;160.0;317.0;53.0
SARAPUI;456.0;953.0;230.0;0.0;834.0;1147.0;1219.0;2584.0;685.0;0.0;2339.0;3239.0;3.0;4.0;1.0;0.0;7.0;10.0
SARUTAIA;519.0;0.0;0.0;0.0;189.0;622.0;1381.0;0.0;0.0;0.0;472.0;1710.0;3.0;0.0;0.0;0.0;2.0;5.0
SEBASTIANOPOLIS DO SUL;108.0;0.0;0.0;0.0;446.0;692.0;285.0;0.0;0.0;0.0;1156.0;1683.0;1.0;0.0;0.0;0.0;3.0;4.0
SERRA AZUL;655.0;0.0;0.0;0.0;766.0;1508.0;2046.0;0.0;0.0;0.0;2189.0;4381.0;3.0;0.0;0.0;0.0;4.0;9.0
SERRA NEGRA;1113.0;702.0;0.0;0.0;6769.0;2331.0;3074.0;1940.0;0.0;0.0;17060.0;7009.0;7.0;4.0;0.0;0.0;47.0;14.0
SERRANA;7990.0;2927.0;290.0;0.0;2032.0;1638.0;23566.0;8573.0;810.0;0.0;5914.0;4892.0;36.0;14.0;1.0;0.0;10.0;11.0
SERTAOZINHO;8605.0;5633.0;1986.0;0.0;23255.0;6322.0;24167.0;15065.0;5399.0;0.0;63859.0;18029.0;50.0;36.0;13.0;0.0;139.0;37.0
SETE BARRAS;1311.0;66.0;0.0;0.0;633.0;2335.0;3775.0;179.0;0.0;0.0;1826.0;6472.0;8.0;1.0;0.0;0.0;2.0;18.0
SEVERINIA;2548.0;314.0;0.0;0.0;945.0;1224.0;7423.0;996.0;0.0;0.0;2668.0;3370.0;14.0;2.0;0.0;0.0;8.0;7.0
SILVEIRAS;80.0;0.0;0.0;0.0;603.0;1487.0;202.0;0.0;0.0;0.0;1647.0;4171.0;1.0;0.0;0.0;0.0;3.0;15.0
SOCORRO;1884.0;1216.0;75.0;0.0;7749.0;3862.0;4999.0;3083.0;212.0;0.0;20101.0;10684.0;14.0;9.0;1.0;0.0;63.0;34.0
SOROCABA;22376.0;68365.0;23655.0;3777.0;134684.0;8065.0;67002.0;182069.0;63610.0;11731.0;369689.0;23644.0;96.0;262.0;112.0;35.0;549.0;38.0
SUD MENNUCCI;56.0;0.0;0.0;0.0;524.0;2082.0;160.0;0.0;0.0;0.0;1377.0;5395.0;1.0;0.0;0.0;0.0;5.0;12.0
SUMARE;18114.0;21878.0;1757.0;3670.0;43927.0;8977.0;52932.0;61638.0;5313.0;10979.0;122124.0;25661.0;69.0;87.0;6.0;20.0;200.0;39.0
SUZANAPOLIS;0.0;102.0;0.0;0.0;77.0;1100.0;0.0;260.0;0.0;0.0;225.0;2922.0;0.0;1.0;0.0;0.0;1.0;7.0
SUZANO;21820.0;10276.0;987.0;6637.0;44608.0;20750.0;65055.0;28103.0;2848.0;20714.0;126592.0;61533.0;116.0;58.0;8.0;52.0;253.0;120.0
TABAPUA;195.0;289.0;0.0;0.0;1617.0;2085.0;553.0;842.0;0.0;0.0;4050.0;5401.0;2.0;2.0;0.0;0.0;11.0;14.0
TABATINGA;1699.0;837.0;0.0;55.0;1428.0;1460.0;4569.0;2132.0;0.0;154.0;3828.0;3948.0;9.0;5.0;0.0;1.0;10.0;9.0
TABOAO DA SERRA;14083.0;19960.0;3731.0;14551.0;38855.0;8026.0;38960.0;53923.0;10804.0;41909.0;104601.0;22507.0;80.0;113.0;22.0;91.0;225.0;49.0
TACIBA;376.0;86.0;0.0;0.0;964.0;831.0;1154.0;229.0;0.0;0.0;2494.0;2198.0;2.0;1.0;0.0;0.0;7.0;4.0
TAGUAI;2440.0;497.0;0.0;0.0;721.0;664.0;7183.0;1466.0;0.0;0.0;2009.0;1913.0;16.0;3.0;0.0;0.0;6.0;6.0
TAIACU;366.0;0.0;0.0;0.0;196.0;1524.0;1069.0;0.0;0.0;0.0;498.0;4110.0;3.0;0.0;0.0;0.0;2.0;9.0
TAIUVA;319.0;274.0;0.0;0.0;795.0;679.0;843.0;751.0;0.0;0.0;2046.0;1809.0;2.0;2.0;0.0;0.0;5.0;5.0
TAMBAU;511.0;0.0;57.0;0.0;5192.0;1746.0;1641.0;0.0;158.0;0.0;14288.0;4964.0;2.0;0.0;1.0;0.0;30.0;10.0
TANABI;1860.0;364.0;122.0;0.0;4417.0;2764.0;5213.0;969.0;364.0;0.0;11392.0;7230.0;10.0;2.0;1.0;0.0;24.0;17.0
TAPIRAI;1300.0;0.0;0.0;0.0;336.0;1114.0;3704.0;0.0;0.0;0.0;934.0;3124.0;8.0;0.0;0.0;0.0;2.0;9.0
TAPIRATIBA;497.0;349.0;0.0;0.0;1993.0;1251.0;1538.0;960.0;0.0;0.0;5404.0;3534.0;3.0;2.0;0.0;0.0;11.0;7.0
TAQUARAL;44.0;0.0;0.0;0.0;95.0;810.0;133.0;0.0;0.0;0.0;299.0;2187.0;1.0;0.0;0.0;0.0;2.0;4.0
TAQUARITINGA;4132.0;2122.0;0.0;0.0;8028.0;5443.0;11901.0;5574.0;0.0;0.0;20100.0;14314.0;22.0;11.0;0.0;0.0;50.0;34.0
TAQUARITUBA;2854.0;265.0;0.0;0.0;3103.0;2072.0;8013.0;736.0;0.0;0.0;8216.0;5974.0;20.0;2.0;0.0;0.0;27.0;15.0
TAQUARIVAI;932.0;110.0;0.0;0.0;645.0;618.0;2776.0;329.0;0.0;0.0;1912.0;1772.0;7.0;1.0;0.0;0.0;4.0;4.0
TARABAI;358.0;0.0;0.0;0.0;401.0;1548.0;1032.0;0.0;0.0;0.0;1164.0;4279.0;3.0;0.0;0.0;0.0;2.0;8.0
TARUMA;390.0;519.0;0.0;0.0;1832.0;2459.0;1219.0;1570.0;0.0;0.0;5256.0;6734.0;2.0;3.0;0.0;0.0;10.0;13.0
TATUI;11827.0;6632.0;1543.0;0.0;18918.0;4546.0;35051.0;18459.0;4422.0;0.0;50744.0;12959.0;63.0;38.0;9.0;0.0;127.0;32.0
TAUBATE;9483.0;15361.0;5484.0;0.0;71537.0;10588.0;29913.0;39071.0;14873.0;0.0;193288.0;31438.0;49.0;87.0;32.0;0.0;404.0;63.0
TEJUPA;231.0;0.0;0.0;0.0;65.0;1055.0;657.0;0.0;0.0;0.0;191.0;3022.0;2.0;0.0;0.0;0.0;1.0;7.0
TEODORO SAMPAIO;3486.0;1094.0;0.0;0.0;1538.0;1978.0;9578.0;3036.0;0.0;0.0;4015.0;5465.0;17.0;7.0;0.0;0.0;9.0;12.0
TERRA ROXA;471.0;0.0;0.0;0.0;1988.0;382.0;1343.0;0.0;0.0;0.0;5209.0;1071.0;2.0;0.0;0.0;0.0;11.0;2.0
TIETE;1621.0;1247.0;104.0;0.0;8810.0;1997.0;4876.0;3594.0;265.0;0.0;22662.0;5993.0;6.0;4.0;1.0;0.0;44.0;8.0
TIMBURI;328.0;0.0;0.0;0.0;0.0;647.0;847.0;0.0;0.0;0.0;0.0;1604.0;1.0;0.0;0.0;0.0;0.0;5.0
TORRE DE PEDRA;97.0;0.0;0.0;0.0;218.0;393.0;271.0;0.0;0.0;0.0;529.0;995.0;1.0;0.0;0.0;0.0;2.0;3.0
TORRINHA;411.0;0.0;0.0;0.0;2291.0;625.0;1214.0;0.0;0.0;0.0;6089.0;1722.0;2.0;0.0;0.0;0.0;15.0;4.0
TRABIJU;70.0;0.0;0.0;0.0;0.0;528.0;204.0;0.0;0.0;0.0;0.0;1476.0;1.0;0.0;0.0;0.0;0.0;3.0
TREMEMBE;2217.0;996.0;1657.0;902.0;8130.0;989.0;6925.0;3004.0;5017.0;2787.0;22922.0;2969.0;14.0;6.0;11.0;7.0;50.0;6.0
TRES FRONTEIRAS;294.0;0.0;0.0;0.0;807.0;1398.0;803.0;0.0;0.0;0.0;2191.0;3569.0;2.0;0.0;0.0;0.0;6.0;7.0
TUIUTI;301.0;0.0;0.0;0.0;694.0;1512.0;797.0;0.0;0.0;0.0;1831.0;4095.0;3.0;0.0;0.0;0.0;7.0;14.0
TUPA;3329.0;1502.0;311.0;0.0;12281.0;6227.0;9479.0;3641.0;854.0;0.0;31544.0;16657.0;13.0;8.0;2.0;0.0;71.0;34.0
TUPI PAULISTA;0.0;399.0;0.0;0.0;4580.0;530.0;0.0;1019.0;0.0;0.0;11473.0;1373.0;0.0;2.0;0.0;0.0;29.0;5.0
TURIUBA;122.0;0.0;0.0;0.0;148.0;386.0;333.0;0.0;0.0;0.0;339.0;900.0;2.0;0.0;0.0;0.0;1.0;3.0
TURMALINA;58.0;0.0;0.0;0.0;163.0;490.0;152.0;0.0;0.0;0.0;404.0;1109.0;1.0;0.0;0.0;0.0;3.0;3.0
UBARANA;1135.0;0.0;0.0;0.0;0.0;785.0;3201.0;0.0;0.0;0.0;0.0;2160.0;7.0;0.0;0.0;0.0;0.0;4.0
UBATUBA;6668.0;2642.0;436.0;5416.0;13687.0;2835.0;19118.0;7118.0;1098.0;16095.0;35177.0;7970.0;43.0;17.0;6.0;38.0;145.0;21.0
